,artist,album,albumcount,year
154784,Kid Capri,Soundtrack To The Streets,1,1998
156012,Killah Priest,Heavy Mental,6,1998
156032,Killah Priest,View From Masada,3,1999
156048,Killarmy,Dirty Weaponry,5,1998
156211,Kilo Ali,Organized Bass,1,1997
156643,King Curtis,The Best of King Curtis,4,1996
156717,King Floyd,King Floyd,5,1994
156856,King Tee,At Your Own Risk,4,1990
156870,King Tee,IV Life,1,1995
156882,King Tee,Tha Triflin' Album,6,1993
156912,King's X,Dogman,4,1994
156926,King's X,Ear Candy,1,1996
157339,Kitaro,An Enchanted Evening,1,1995
157507,Klymaxx,The Maxx Is Back,4,1990
157933,Kool G Rap & D.J. Polo,Live And Let Die,1,1992
158882,Kristin Hersh,Hips & Makers,1,1994
159204,Kurupt,Kuruption!,6,1998
159573,L7,Bricks Are Heavy,7,1992
159584,L7,Hungry For Stink,7,1994
159596,L7,The Beauty Process: Triple Platinum,1,1997
160292,LaTour,LaTour,4,1991
161130,Larry Carlton,Collection,5,1990
161455,Laura Branigan,Laura Branigan,6,1995
161772,Laurie Anderson,Bright Red,1,1994
162290,Leaders Of The New School,Future Without A Past,6,1991
162307,Leaders Of The New School,T.I.M.E.,4,1993
162930,Lee Greenwood,American Patriot,1,1992
163001,Lee Morgan,Caramba!,3,1996
163095,Lee Roy Parnell,We All Get Lucky Sometimes,3,1995
164065,Leontyne Price,Georges Bizet: Carmen,3,1994
164141,Les Claypool And The Holy Mackerel,Highball With The Devil,1,1996
164475,Less Than Jake,Hello Rockview,3,1998
164800,Life Of Agony,Soul Searching Sun,1,1997
164813,Life Of Agony,Ugly,1,1995
164929,Lighter Shade Of Brown,Brown & Proud,4,1990
164940,Lighter Shade Of Brown,Layin' In The Cut,2,1994
165901,Lil' Keke,Commission,1,1998
166438,Linda Davis,Shoot For The Moon,3,1994
166448,Linda Davis,Some Things Are Meant To Be,4,1996
166472,Linda Eder,It's No Secret Anymore,2,1999
166594,Linda Ronstadt,Frenesi,1,1992
166703,Linda Ronstadt,The Stone Poneys Featuring Linda Ronstadt,4,1995
166715,Linda Ronstadt,We Ran,2,1998
167357,Lisa Lisa And Cult Jam,Straight Outta Hell's Kitchen,6,1991
167626,Lita Ford,Dangerous Curves,4,1991
167878,Little Feat,Ain't Had Enough Fun,3,1995
168437,Living Colour,Biscuits,5,1991
168532,Livingston Taylor,Over The Rainbow,5,1999
168553,Liz Phair,Exile In Guyville,1,1993
168629,Liza Minnelli,Gently,1,1996
168931,Local H,As Good As Dead,7,1996
168944,Local H,Pack Up The Cats,2,1998
169310,London Symphony Orchestra (Foster),Paul McCartney's Standing Stone,1,1997
169366,Lonestar,Crazy Nights,3,1997
169473,Long Beach Dub Allstars,Right Back,5,1999
169766,Lords Of The Underground,Keepers Of The Funk,3,1994
170260,Los Lobos,Colossal Head,6,1996
170305,Los Lobos,Just Another Band From East L.A.: A Collection,1,1993
170398,Los Lobos,This Time,3,1999
170569,Los Temerarios,Como Te Recuerdo,1,1998
170707,Los Tigres del Norte,Herencia de Familia,5,1999
170741,Los Tigres del Norte,Jefe de Jefes,3,1997
170980,Lost Boyz,LB IV Life,6,1999
171108,Lou Donaldson,Everything I Play Is Funky,2,1995
171329,Lou Reed,Magic & Loss,7,1992
171393,Lou Reed,Set The Twilight Reeling,3,1996
171709,Love & Rockets,Sweet F.A.,1,1996
171784,Love Spit Love,Love Spit Love,1,1994
171834,Love/Hate,Blackout In The Red Room,5,1990
171969,Lucas,Lucacentric,4,1994
172109,Luciano Pavarotti,Pavarotti Forever,6,1997
172150,Luciano Pavarotti,Pavarotti Songbook,1,1991
172825,Luis Miguel,Aries,3,1993
172847,Luis Miguel,El Concierto,6,1995
173442,Luscious Jackson,Electric Honey,6,1999
173471,Luscious Jackson,Natural Ingredients,4,1994
173485,Lush,Lovelife,1,1996
173497,Lush,Split,1,1994
174009,Lyle Lovett,Step Inside This House,7,1998
174213,Lynyrd Skynyrd,Edge Of Forever,2,1999
174392,Lynyrd Skynyrd,The Last Rebel,7,1993
174640,M.O.P.,Firing Squad,2,1996
174658,M.O.P.,First Family 4 Life,4,1998
174876,MC Eiht,Section 8,7,1999
174957,MC Lyte,Bad As I Wanna B,6,1996
174993,MC Ren,Ruthless For Life,3,1998
175402,Mac Mall,Illegal Business? 2000,1,1999
175621,Machine Head,The Burning Red,2,1999
175633,Machine Head,The More Things Change...,1,1997
175885,Mad Lion,Real Ting,4,1995
175914,Mad Skillz,From Where???,1,1996
176936,Mama's Boys,Mama's Boys,7,1997
177086,Mana,Suenos Liquidos,4,1997
177350,Mandy Moore,The Best Of Mandy Moore,1,1999
177376,Mandy Patinkin,Oscar & Steve,5,1995
177937,Mantronix,This Should Move Ya,7,1990
178164,Marc Cohn,Burning The Daze,6,1998
178358,Marco Antonio Solis,Trozos de Mi Alma,4,1999
178413,Marco Antonio Solis & Pepe Aguilar,Dos Idolos,1,1992
179286,Marilyn Manson,Remix & Repent,3,1997
179343,Marilyn Manson,The Last Tour On Earth,4,1999
179508,Mark Chesnutt,I Don't Want To Miss A Thing,7,1999
179528,Mark Chesnutt,Mark Chesnutt,1,1996
179555,Mark Chesnutt,Thank God For Believers,4,1997
180421,Martha Wash,Martha Wash,2,1992
180708,Marty Stuart,Honky Tonkin's What I Do Best,1,1996
180721,Marty Stuart,Tempted,1,1991
181077,Marvin Gaye,The Very Best Of Marvin Gaye,3,1997
182072,Massive Attack,Mezzanine,7,1998
182083,Masta Ace,Slaughtahouse,3,1993
182886,Matthew Sweet,Altered Beast,7,1993
182901,Matthew Sweet,Blue Sky On Mars,5,1997
182944,Matthew Sweet,In Reverse,1,1999
183177,Maxi Priest,Best Of Me,2,1991
183205,Maxi Priest,Fe Real,1,1992
183536,Mazzy Star,Among My Swan,5,1996
183648,McGruff,Destined To Be,1,1998
183766,MeShell Ndegeocello,Bitter,4,1999
183998,Medeski Martin & Wood,Combustication,1,1998
184180,Megadeth,Countdown To Extinction: Live,1,1992
184240,Megadeth,Hidden Treasures (EP),7,1995
184331,Megadeth,Rust In Peace: Live,1,1990
185082,Melvin Riley,Ghetto Love,3,1994
185214,Men At Large,One Size Fits All,1,1994
185252,Men Of Vizion,Personal,4,1996
185516,Merl Saunders,Fire Up,5,1992
186349,Method Man & Redman,Blackout!: 10th Anniversary Collector's Edition,1,1999
187179,Michael Hutchence,Michael Hutchence,1,1999
187798,Michael Penn,Free-For-All,2,1992
187857,Michael Stanley Band,Greatest Hints,5,1992
188517,Midnight Oil,Breathe,1,1996
189006,Mike Ness,Cheating At Solitaire,5,1999
189021,Mike Ness,Under The Influences,1,1999
189159,Mike Watt,Ball-Hog Or Tugboat?,4,1995
189292,Miles Davis,Doo-Bop,4,1992
189932,Mindy McCready,I'm Not So Tough,1,1999
190014,Ministry,Dark Side Of The Spoon,2,1999
190593,Misfits,American Psycho,2,1997
190626,Misfits,Famous Monsters,1,1999
191056,Mobb Deep,The Infamous... Mobb Deep,2,1995
191175,Moby,Play: The B-Sides,2,1999
191925,Mono,Formica Blues,7,1997
192102,Montgomery Gentry,Playlist: The Very Best Of Montgomery Gentry,1,1999
192244,Monty Python,Monty Python At City Center,3,1997
192613,Morrissey,Maladjusted,3,1997
192667,Morrissey,World Of Morrissey,1,1995
192758,Mos Def & Talib Kweli Are Black Star,Black Star,5,1998
193475,Mr. Big,Bump Ahead,6,1993
193521,Mr. Bungle,Disco Volante,1,1995
193769,Mudhoney,Piece Of Cake,1,1992
193849,Mudvayne,The Beginning Of All Things To End,1,1997
194471,MxPx,Let It Happen,1,1998
194534,MxPx,Slowly Going The Way Of The Buffalo,7,1998
194701,My Life With The Thrill Kill Kult,13 Above The Night,1,1993
195345,NOFX,Heavy Petting Zoo,4,1996
195358,NOFX,I Heard They Suck...Live,1,1995
195405,NOFX,So Long...And Thanks For All the Shoes,2,1997
195612,Nanci Griffith,Blue Roses From The Moons,6,1997
195655,Nanci Griffith,Late Night Grande Hotel,1,1991
195667,Nanci Griffith,"Other Voices, Too (A Trip Back To Bountiful)",7,1993
196489,Nat King Cole,The Best Of Nat King Cole,5,1992
196804,Natalie Cole,Snowfall On The Sahara,3,1999
196957,Natalie Merchant,Live In Concert,7,1999
196980,Natalie Merchant,Natalie Merchant,4,1998
197597,Ned's Atomic Dustbin,Are You Normal?,1,1992
197929,Neil Diamond,In My Lifetime,5,1996
197981,Neil Diamond,Live In America,4,1994
198342,Neil Sedaka,Neil Sedaka Sings His Greatest Hits,4,1992
198793,Neil Young & Crazy Horse,Year Of The Horse,5,1997
199197,Nemesis,Munchies For Your Bass,2,1991
199211,Nemesis,Temple Of Boom,2,1993
199422,New Edition,"New Edition's Greatest Hits, Volume 1",6,1991
199702,New Life Community Choir Featuring John P. Kee,Show Up!,2,1995
199716,New Life Community Choir Featuring John P. Kee,Strength,3,1997
200212,Nice & Smooth,Jewel Of The Nile,4,1994
200338,Nick Cave & The Bad Seeds,The Boatman's Call,1,1997
200632,Nickelback,Curb,1,1996
200729,Nicki French,Secrets,4,1995
201502,Nina Simone,The Best Of Nina Simone,6,1998
202232,Nitzer Ebb,Ebbhead,2,1991
202860,Norman Brown,Better Days Ahead,3,1996
203422,O.C.,Jewelz,4,1997
203468,O.G.C.,The M-Pire Shrikez Back,1,1999
203946,Oasis,The Masterplan,2,1998
204028,October Project,Falling Farther In,1,1995
204507,Oingo Boingo,Farewell,1,1996
204902,Olga Tanon,Llevame Contigo,1,1997
204916,Olga Tanon,Nuevos Senderos,2,1996
204941,Olga Tanon,Te Acordaras De Mi,2,1998
204998,Olivia Newton-John,Back With A Heart,6,1998
205386,Onyx,All We Got Iz Us,6,1995
205402,Onyx,Bacdafucup: Part II,5,1993
205510,Orbital,The Middle Of Nowhere,1,1999
205557,Orchestral Manoeuvres In The Dark,Liberator,1,1993
205598,Organized Konfusion,The Equinox,1,1997
206171,Original Broadway Cast Recording,Passion,2,1994
206382,Original Broadway Cast Recording,The Who's Tommy,2,1993
207035,Original Cast,Jennie,5,1993
207180,Original Cast,Purlie,5,1990
207548,Original Score,Dick Tracy,1,1990
207565,Originoo Gunn Clappaz,Da Storm,4,1996
208054,Ottmar Liebert,Borrasca,5,1991
208087,Ottmar Liebert,Poets & Angels,2,1990
208167,Our Lady Peace,Happiness... Is Not A Fish That You Can Catch,4,1999
208492,Overkill,I Hear Black,2,1993
209202,P.M. Dawn,Jesus Wept,3,1995
209383,PFR,Them,4,1996
209407,PJ Harvey,Is This Desire?,4,1998
209432,PJ Harvey,Rid Of Me,1,1993
209748,Pam Tillis,All Of This Love,2,1995
209881,Pantera,Cowboys From Hell,1,1990
210342,Paris,Guerrilla Funk,4,1994
210359,Paris,Sleeping With The Enemy,3,1992
210918,Pat Benatar,Innamorata,1,1997
210980,Pat Boone,In A Metal Mood: No More Mr. Nice Guy,2,1997
211085,Pat McLaughlin,Pat McLaughlin,1,1991
211189,Pat Metheny Group,Imaginary Day,4,1997
211219,Pat Metheny Group,Quartet,1,1996
211250,Pat Metheny Group,The Road To You,2,1993
211370,Patra,Scent Of Attraction,4,1995
211728,Patti LaBelle,Live! One Night Only,1,1998
211928,Patti Smith,Gone Again,5,1996
211970,Patti Smith,Peace And Noise,1,1997
212865,Paul McCartney,Paul Is Live,4,1993
213283,Paul Rodgers,Muddy Waters Blues: A Tribute To Muddy Waters,7,1993
213815,Paul Westerberg,Eventually,5,1996
214122,Pavement,Brighten The Corners,4,1997
214167,Pavement,"Crooked Rain, Crooked Rain: L.A.'s Desert Origins",1,1994
214239,Pavement,Slanted & Enchanted: Luxe & Reduxe,1,1992
214253,Pavement,Terror Twilight,2,1999
214265,Pavement,Wowee Zowee: Sordid Sentinels Edition,1,1995
214975,Pennywise,Straight Ahead,7,1999
215774,Pet Shop Boys,Alternative,2,1995
215805,Pet Shop Boys,Bilingual,6,1996
215838,Pet Shop Boys,Disco 2,3,1994
215929,Pet Shop Boys,Nightlife,3,1999
216065,Pete Rock,Soul Survivor,4,1998
216111,Pete Rock & C.L. Smooth,The Main Ingredient,4,1994
216254,Pete Townshend,Psychoderelict,2,1993
216948,Peter Murphy,Holy Smoke,3,1992
217057,Peter Pritchard,Studies For The New Zealand Harmonic Piano,1,1997
217184,Peter Wolf,Up To No Good,7,1990
217805,Phil Ochs,Phil Ochs In Concert,2,1995
217834,Phil Perry,The Heart Of The Man,1,1991
218158,Phish,A Picture Of Nectar,1,1992
218250,Phish,Chicago '94,1,1994
218315,Phish,Hampton Comes Alive,2,1999
218399,Phish,"Live Phish 07: 8/14/93 World Music Theatre, Tinley Park, Illinois",1,1996
218449,Phish,"Live Phish 12: 8/13/96 Deer Creek Music Center, Noblesville, Indiana",1,1992
218497,Phish,"Live Phish 14: 10.31.95 Rosemont Horizon, Rosemont, Illinois",1,1999
218517,Phish,Rift,5,1993
218545,Phish,The Story Of The Ghost,5,1998
218573,Phish,Ventura,1,1997
218900,Pieces Of A Dream,Pieces Of A Dream,6,1999
219813,Pixies,Death To The Pixies,1,1997
220076,Planet Soul,Energy + Harmony,3,1996
220917,Poison Clan,Rufftown Behavior,4,1993
221039,Poor Righteous Teachers,Black Business,2,1993
221068,Poor Righteous Teachers,Pure Poverty,3,1991
221281,Portrait,All That Matters,5,1995
221616,Pretenders,!Viva El Amor!,2,1999
221778,Pretenders,The Isle Of View,5,1995
221922,Prime Minister Pete Nice & Daddy Rich,Dust To Dust,1,1993
221972,Primus,Antipop,4,1999
222029,Primus,Rhinoplasty,2,1998
222149,Prince,Chaos And Disorder,4,1996
222169,Prince,Crystal Ball,5,1998
222484,Prince,The Vault... Old Friends 4 Sale,5,1999
222926,Project Pat,Ghetty Green,7,1999
223059,Prong,Cleansing,2,1994
223071,Prong,Rude Awakening,4,1996
223224,Prophet Posse,Body Parts,2,1997
223648,Pulp,This Is Hardcore,2,1998
224523,Queen Latifah,Order In The Court,4,1998
224833,Queensryche,Q2K,5,1999
224932,Quicksand,Manic Compression,1,1995
225112,Quincy Jones,Q: Soul Bossa Nostra,2,1999
225911,RBL Posse,Ruthless By Law,1,1994
225926,RBX,The RBX Files,3,1995
226186,RTZ,Return To Zero,5,1991
226511,Radiohead,OK Computer: OKNOTOK 1997 2017,3,1997
226882,Rahzel,Make The Music 2000,5,1999
226992,Rakim,The Master,2,1999
227043,Ralph Tresvant,It's Goin' Down,6,1993
227093,Rammstein,Live Aus Berlin,1,1999
227153,Rampage,Scouts Honor...By Way Of Blood,4,1997
227426,Rancid,Life Won't Wait,5,1998
227448,Rancid,Rancid,4,1995
227630,Randy Newman,Bad Love,1,1999
227815,Randy Travis,A Man Ain't Made Of Stone,3,1999
228038,Randy Travis,Wind In The Wire,6,1993
228159,Rappin' 4-Tay,4 Tha Hard Way,1,1997
228179,Rappin' 4-Tay,Don't Fight The Feelin',7,1994
228195,Rappin' 4-Tay,Off Parole,7,1996
228271,Rare Earth,Rare Earth,6,1995
228323,Ras Kass,Rasassination,3,1998
228341,Ras Kass,Soul On Ice,1,1996
228708,Ravi Shankar,West Meets East,7,1999
229706,Real McCoy,One More Time,6,1997
230052,Rebecca St. James,Pray,1,1998
230671,Redhead Kingpin,Album With No Name,1,1991
230937,Reel Big Fish,Why Do They Rock So Hard?,3,1998
231767,Reverend Horton Heat,It's Martini Time,1,1996
231794,Reverend Horton Heat,Space Heater,1,1998
232257,Ricardo Arjona,Quien Dijo Ayer,6,1992
232466,Richard Marx,Flesh And Bone,6,1997
232704,Richard Thompson,Mirror Blue,3,1994
232744,Richard Thompson,You? Me? Us?,1,1996
232841,Richie Sambora,Undiscovered Soul,1,1998
232853,Rick Astley,Body & Soul,1,1993
233239,Rick Springfield,Karma,1,1999
233345,Rick Trevino,Learning As You Go,7,1996
233442,Rickie Lee Jones,Naked Songs,2,1995
233465,Rickie Lee Jones,Pop Pop,5,1991
233533,Rickie Lee Jones,Traffic From Paradise,7,1993
233600,Ricky Lynn Gregg,Ricky Lynn Gregg,1,1993
234134,Ringo Starr,Vertical Man,4,1998
234726,Rob Zombie,American Made Music To Strip By,6,1999
235009,Robert Cray,I Was Warned,7,1992
235019,Robert Cray,Shame + A Sin,3,1993
235029,Robert Cray,Some Rainy Morning,6,1995
235123,Robert Earl Keen,Walking Distance,1,1998
235506,Robert Palmer,Ridin' High,1,1992
236315,Rockin' Sidney,My Toot Toot,4,1991
237462,Roger Miller,Roger Miller,7,1991
237829,Ron C,Back On The Street,3,1992
237856,Ron Kenoly,Sing Out With One Voice,4,1995
238053,Ronnie Milsap,Back To The Grindstone,2,1991
238498,Rosanne Cash,The Wheel,2,1993
239091,Royal Crown Revue,The Contender,2,1998
239267,RuPaul,Supermodel Of The World,6,1993
239905,Rush,Different Stages/Live,6,1998
240250,Russ Freeman And The Rippingtons,Sahara,2,1994
240297,Rusted Root,Rusted Root,2,1994
241831,Salty Dog,Every Dog Has Its Day,3,1990
242130,Sam Phillips,Martinis & Bikinis,1,1994
242615,Sammy Kershaw,Maybe Not Tonight,7,1999
242758,Sandi Patty,Artist Of My Soul,3,1997
242769,Sandi Patty,O Holy Night!,5,1995
243000,Santana,Sacred Fire,1,1993
243904,Sarah McLachlan,Solace,4,1992
243998,Sass Jordan,Racine,7,1992
244009,Sass Jordan,Rats,4,1994
244136,Save Ferris,Modified,2,1999
244339,Sawyer Brown,Drive Me Wild,7,1999
244957,School Of Fish,School Of Fish,7,1991
245289,Scott Weiland,12 Bar Blues,5,1998
245370,Screaming Trees,Sweet Oblivion,7,1992
245885,Sebadoh,Harmacy,2,1996
245904,Sebadoh,The Sebadoh,1,1999
246308,Selena,Entre A Mi Mundo,7,1992
246597,Sepultura,Against,3,1998
246612,Sepultura,Arise,4,1991
246625,Sepultura,Blood-Rooted,2,1997
246643,Sepultura,Chaos A.D.,7,1993
247040,Seven Mary Three,Orange Ave.,2,1998
247346,Shabba Ranks,A Mi Shabba,4,1995
248290,Shawn Colvin,Holiday Songs And Lullabies,2,1998
248834,Sheila E.,Sex Cymbal,5,1991
249015,Shenandoah,Extra Mile,4,1990
249049,Sherrie Austin,Love In The Real World,3,1999
249338,Shinehead,The Real Rock,5,1990
249820,Shyheim,AKA The Rugged Child,5,1994
249835,Shyheim,The Lost Generation,4,1996
250623,Simon & Garfunkel,Old Friends: Live On Stage,2,1997
250814,Simple Minds,Good News From The Next World,7,1995
251237,Siouxsie & The Banshees,The Rapture,2,1995
251337,Sir Mix-A-Lot,Return Of The Bumpasaurus,4,1996
251788,Skid Row,B-Side Ourselves,6,1992
251894,Skinny Puppy,Last Rights,1,1992
251927,Skinny Puppy,The Process,1,1996
252338,Slash's Snakepit,It's Five O'Clock Somewhere,6,1995
252352,Slaughter,Fear No Evil,1,1995
252525,Slayer,Diabolus In Musica,6,1998
252624,Slayer,Undisputed Attitude,5,1996
252685,Sleater-Kinney,The Hot Rock,1,1999
252857,Slick Rick,Behind Bars,6,1994
253722,Smokey Robinson,Intimate,3,1999
253984,Smoothe Da Hustler,Once Upon A Time In America,4,1996
254627,Social Distortion,Live At The Roxy,2,1998
254874,Solo,4 Bruthas & A Bass,2,1998
254921,Solomon Burke,The Very Best Of Solomon Burke,3,1998
255058,Son Volt,Straightaways,3,1997
255090,Son Volt,Trace,1,1995
255133,Sonic Youth,A Thousand Leaves,2,1998
255247,Sonic Youth,Washing Machine,3,1995
255269,Sonicflood,Sonicflood,2,1999
255610,Soul Asylum,Candy From A Stranger,2,1998
255693,Soul Coughing,Irresistible Bliss,4,1996
255716,Soul For Real,For Life...,2,1996
255889,Souls Of Mischief,No Man's Land,2,1995
257178,Soundtrack,Bram Stoker's Dracula,6,1992
257587,Soundtrack,Coneheads,6,1993
258050,Soundtrack,Drive Me Crazy,7,1999
258501,Soundtrack,Forget Paris,1,1995
259100,Soundtrack,Gremlins,7,1990
259721,Soundtrack,Hook,2,1991
260260,Soundtrack,Left Behind,1,1999
260308,Soundtrack,Legends Of The Fall,7,1995
263347,Soundtrack,The Beach,6,1998
263614,Soundtrack,"The Godfather, Part II",2,1991
264679,Soundtrack,Toys,4,1992
264826,Soundtrack,Twin Peaks: Music From The Limited Event Series,1,1990
265130,Soundtrack,Where The Heart Is,6,1999
265245,Soundtrack,With Honors,7,1994
265267,Soundtrack,Woo,7,1998
265429,South Circle,Anotha Day Anotha Balla,7,1995
265528,Space,Spiders,5,1996
265842,Spice 1,The Black Bossalini (A.K.A. Dr. Bomb From Da Bay),4,1997
265942,Spinal Tap,Break Like The Wind,6,1992
266158,Splender,Halfway Down The Sky,1,1999
266520,Squeeze,Some Fantastic Place,1,1993
266545,Squirrel Nut Zippers,Christmas Caravan,6,1998
266581,Squirrel Nut Zippers,Sold Out,1,1997
266723,Stabbing Westward,Stabbing Westward,5,1994
267684,Steady Mobb'n,Black Mafia,2,1998
267882,Steelheart,Tangled In Reins,7,1992
267913,Steely Dan,Alive In America,5,1995
268506,Stereolab,Cobra And Phases Group Play Voltage In The Milky Night,1,1999
268521,Stereolab,Dots And Loops,2,1997
268698,Steve Earle,El Corazon,2,1997
268730,Steve Earle,I Feel Alright,4,1996
269338,Steve Vai,Alien Love Secrets,2,1995
269345,Steve Vai,Fire Garden,2,1996
269400,Steve Vai,The Ultra Zone,1,1999
269432,Steve Wariner,I Am Ready,7,1991
269476,Steve Winwood,Junction Seven,4,1997
269572,Steven Curtis Chapman,Heaven In The Real World,1,1994
270809,Stone Temple Pilots,Stone Temple Pilots (2018),1,1994
271279,Strikers,The Strikers,3,1991
271694,Sublime,Acoustic: Bradley Nowell & Friends,2,1998
272071,Suga T.,Paper Chasin' (4Eva Hustlin'),1,1996
272085,Sugar,Beaster,3,1993
272092,Sugar,File Under: Easy Listening,6,1994
272644,Sunny Day Real Estate,How It Feels To Be Something On,1,1998
272688,Sunscreem,03,5,1993
272813,Superdrag,Regretfully Yours,5,1996
273011,Surrender To The Air,Surrender To The Air,1,1996
273088,Susan Ashton,A Distant Call,1,1996
273187,Susan Tedeschi,Just Won't Burn,4,1998
273257,Suzanne Vega,Nine Objects Of Desire,5,1996
273420,Sway And King Tech,This Or That,7,1999
273566,Sweetback,Sweetback,5,1996
274060,Sylvester,Too Hot To Sleep,4,1999
274816,TLC,TLC,1,1999
275090,Take 6,He Is Christmas,6,1991
275431,Talking Heads,Popular Favorites 1976-1992: Sand In The Vaseline,2,1992
275792,Tammy Cochran,Life Happened,2,1994
275957,Tangier,Stranded,5,1991
275978,Tanita Tikaram,Everybody's Angel,5,1991
275992,Tanita Tikaram,The Sweet Keeper,7,1990
276160,Tanya Tucker,Fire To Fire,5,1995
276325,Tash,Rap Life,2,1999
276762,Tears For Fears,Raoul And The Kings Of Spain,5,1995
277938,Teenage Fanclub,Bandwagonesque,4,1991
278444,Terence Trent D'Arby,Symphony Or Damn,7,1992
278460,Terence Trent D'Arby,Terence Trent D'Arby's Vibrator,1,1995
278596,Terry Ellis,Southern Gal,5,1995
278787,Tesla,Time's Makin' Changes - The Best Of Tesla,1,1995
279052,Tha Alkaholiks,21 & Over,6,1993
279062,Tha Alkaholiks,Coast II Coast,3,1995
279672,The Afghan Whigs,1965,1,1998
279683,The Afghan Whigs,Black Love,2,1996
280007,The Alarm,Standards,3,1990
280105,The Allman Brothers Band,2nd Set,4,1995
280113,The Allman Brothers Band,A Decade Of Hits 1969-1979,2,1991
280679,The Aquabats!,The Fury Of The Aquabats!,1,1997
281173,The B-52s,Party Mix - Mesopotamia,3,1991
281293,The Band,Jericho,1,1993
282858,The Benoit/Freeman Project,The Benoit/Freeman Project,7,1994
282878,The Biddu Orchestra,Biddu Orchestra,3,1998
283789,The Boys,The Saga Continues. . .,1,1992
283815,The Brand New Heavies,Heavy Rhyme Experience,3,1992
283825,The Brand New Heavies,Shelter,5,1997
284777,The Cardigans,Gran Turismo,1,1998
284901,The Cathedrals,A Farewell Celebration,4,1999
285055,The Charlatans UK,Between 10th & 11th,2,1992
285349,The Chieftains,Bells Of Dublin,5,1991
285386,The Chieftains,Film Cuts,1,1991
285584,The Church,Priest = Aura,2,1992
285776,The Clash,From Here To Eternity Live,1,1999
286099,The Comrads,The Comrads,2,1997
286162,The Connells,Ring,1,1993
286271,The Corrs,"Forgiven, Not Forgotten",4,1995
286786,The Crusaders,Healing The Wounds,2,1991
286910,The Crystal Method,The Crystal Method,1,1997
287214,The Cure,Show,6,1993
287314,The D.O.C.,Helter Skelter,7,1996
287584,The Dayton Family,F.B.I.,7,1996
288026,The Desert Rose Band,Pages Of Life,4,1990
289533,The Five Americans,I See The Light,5,1994
289654,The Flaming Lips,Due To High Expectations...The Flaming Lips Are Providing Needles For Your,1,1994
291115,The High & Mighty,Home Field Advantage,2,1999
292033,The Isley Brothers,The Brothers: Isley,3,1999
292516,The Jayhawks,Hollywood Town Hall,2,1992
292531,The Jayhawks,Jayhawks (aka The Bunkhouse Album),1,1995
292647,The Jayhawks,Sound Of Lies,1,1997
292666,The Jeff Healey Band,Feel This,2,1992
292690,The Jerky Boys,Stop Staring At Me!,4,1999
292849,The Jesus And Mary Chain,Honey's Dead,2,1992
292903,The Jesus And Mary Chain,Stoned & Dethroned,6,1994
293161,The Jon Spencer Blues Explosion,Acme,1,1998
293376,The Kentucky Headhunters,Rave On!,6,1993
294297,The Lady Of Rage,Necessary Roughness,6,1997
294413,The Lemonheads,Car Button Cloth,2,1996
295352,The Manhattan Transfer,Offbeat Of Avenues,2,1991
295365,The Manhattan Transfer,The Christmas Album,4,1992
295409,The Manhattan Transfer,Tonin',6,1995
295772,The Mavericks,Trampoline,6,1998
296033,The Mighty Mighty Bosstones,Don't Know How To Party,1,1993
296057,The Mighty Mighty Bosstones,Live From The Middle East,1,1998
296095,The Mighty Mighty Bosstones,Question The Answers,1,1994
296602,The Moody Blues,A Night At Red Rocks,5,1993
296737,The Moody Blues,Strange Times,5,1999
297096,The Mystic Moods,Love The One You're With,3,1992
297383,The Neville Brothers,Live On Planet Earth,5,1994
297500,The New Birth,The Best Of The New Birth,2,1995
297517,The New Broadway Cast Recording,Chicago The Musical,2,1996
297584,The New Broadway Cast Recording,Rodgers & Hammerstein's South Pacific,5,1996
297757,The New Colony Six,Colonization,7,1994
298262,The O.C. Supertones,Chase The Sun,5,1999
298289,The O.C. Supertones,Supertones Strike Back,6,1997
298499,The Orb,Orblivion,1,1997
299275,The Pogues,Hells Ditch,3,1990
299503,The Police,Message In A Box: The Complete Recordings,5,1993
299804,The Prodigy,Music For The Jilted Generation,2,1994
299886,The Psycho Realm,The Psycho Realm,1,1997
299989,The Ramones,Acid Eaters,1,1993
300001,The Ramones,Adios Amigos,2,1995
300119,The Ramones,Mondo Bizarro,1,1992
300649,The Reddings,Class,5,1999
300678,The Refreshments,The Bottle & Fresh Horses,1,1997
300719,The Replacements,All For Nothing/Nothing For All,1,1997
300982,The Rippingtons,Curves Ahead,7,1991
300991,The Rippingtons Featuring Russ Freeman,Black Diamond,5,1997
301020,The Rippingtons Featuring Russ Freeman,Weekend In Monaco,3,1992
301100,The Robert Cray Band,Sweet Potato Pie,3,1997
301924,The Roots,The Roots Come Alive,3,1999
302182,The Samples,Autopilot,1,1994
302193,The Samples,Outpost,1,1996
302388,The Seekers,A World Of Our Own,6,1997
302497,The Shangri-Las,Leader Of The Pack,6,1998
302724,The Smashing Pumpkins,Gish,2,1991
302980,The Smithereens,A Date With The Smithereens,2,1994
302992,The Smithereens,Blow Up,3,1991
303350,The Sounds Of Blackness,Evolution Of Gospel,2,1991
303367,The Sounds Of Blackness,The Night Before Christmas...A Musical Fantasy,4,1992
303762,The Statler Brothers,Flowers On The Wall,3,1996
303836,The Statler Brothers,Today,4,1993
304360,The Suicide Machines,Battle Hymns,2,1998
304382,The Suicide Machines,The Suicide Machines,1,1996
305324,The Temptations,My Girl: The Very Best Of The Temptations,1,1997
305511,The Temptations,The Ultimate Collection,2,1997
